Route,LineType,DayofWeek,Boardings,Year,FID2
168,Express,Weekday,2407,2010,1549
180,Express,Weekday,7449,2010,1550
48,Community,Weekday,4017,2010,1551
49,Community,Weekday,3152,2010,1552
65,Community,Weekday,3977,2010,1553
88,Community,Weekday,3106,2010,1554
13,Community,Saturday,23,2010,1555
14,Community,Saturday,1198,2010,1556
16,Community,Saturday,0,2010,1557
17,Community,Saturday,0,2010,1558
18,Community,Saturday,221,2010,1559
19,Community,Saturday,961,2010,1560
32,Community,Saturday,3551,2010,1561
34,Community,Saturday,0,2010,1562
37,Community,Saturday,0,2010,1563
39,Community,Saturday,2510,2010,1564
42,Community,Saturday,1582,2010,1565
45,Community,Saturday,889,2010,1566
48,Community,Saturday,1990,2010,1567
49,Community,Saturday,1687,2010,1568
65,Community,Saturday,0,2010,1569
88,Community,Saturday,0,2010,1570
13,Community,Sunday,50,2010,1571
14,Community,Sunday,734,2010,1572
16,Community,Sunday,0,2010,1573
17,Community,Sunday,0,2010,1574
18,Community,Sunday,165,2010,1575
19,Community,Sunday,741,2010,1576
32,Community,Sunday,0,2010,1577
34,Community,Sunday,0,2010,1578
37,Community,Sunday,0,2010,1579
39,Community,Sunday,1849,2010,1580
42,Community,Sunday,93,2010,1581
45,Community,Sunday,53,2010,1582
48,Community,Sunday,1202,2010,1583
49,Community,Sunday,987,2010,1584
65,Community,Sunday,0,2010,1585
88,Community,Sunday,0,2010,1586
22,Core,Weekday,183090,2010,1587
23,Core,Weekday,97173,2010,1588
25,Core,Weekday,81080,2010,1589
26,Core,Weekday,45228,2010,1590
55,Core,Weekday,31208,2010,1591
60,Core,Weekday,27242,2010,1592
61,Core,Weekday,20581,2010,1593
62,Core,Weekday,20664,2010,1594
64,Core,Weekday,37602,2010,1595
66,Core,Weekday,69815,2010,1596
68,Core,Weekday,62390,2010,1597
70,Core,Weekday,60582,2010,1598
71,Core,Weekday,23621,2010,1599
72,Core,Weekday,28060,2010,1600
16,Community,Saturday,0,2012,1601
17,Community,Saturday,0,2012,1602
18,Community,Saturday,236,2012,1603
19,Community,Saturday,1163,2012,1604
32,Community,Saturday,3584,2012,1605
34,Community,Saturday,0,2012,1606
37,Community,Saturday,1154,2012,1607
39,Community,Saturday,2318,2012,1608
42,Community,Saturday,1365,2012,1609
36,Out of Service,Weekday,0,2011,1610
920,Out of Service,Saturday,0,2011,1611
45,Community,Saturday,0,2012,1612
48,Community,Saturday,2147,2012,1613
49,Community,Saturday,1597,2012,1614
65,Community,Saturday,0,2012,1615
88,Community,Saturday,0,2012,1616
13,Community,Sunday,0,2012,1617
14,Community,Sunday,855,2012,1618
16,Community,Sunday,0,2012,1619
17,Community,Sunday,0,2012,1620
18,Community,Sunday,231,2012,1621
19,Community,Sunday,868,2012,1622
32,Community,Sunday,0,2012,1623
34,Community,Sunday,0,2012,1624
37,Community,Sunday,0,2012,1625
39,Community,Sunday,2074,2012,1626
42,Community,Sunday,0,2012,1627
45,Community,Sunday,0,2012,1628
48,Community,Sunday,1533,2012,1629
49,Community,Sunday,896,2012,1630
65,Community,Sunday,0,2012,1631
88,Community,Sunday,0,2012,1632
22,Core,Weekday,175372,2012,1633
23,Core,Weekday,110351,2012,1634
25,Core,Weekday,83872,2012,1635
26,Core,Weekday,45381,2012,1636
55,Core,Weekday,33592,2012,1637
60,Core,Weekday,28265,2012,1638
61,Core,Weekday,20905,2012,1639
62,Core,Weekday,20449,2012,1640
64,Core,Weekday,39706,2012,1641
66,Core,Weekday,70824,2012,1642
68,Core,Weekday,65630,2012,1643
70,Core,Weekday,62287,2012,1644
71,Core,Weekday,24873,2012,1645
72,Core,Weekday,26960,2012,1646
73,Core,Weekday,29634,2012,1647
77,Core,Weekday,25186,2012,1648
323,Core,Weekday,5305,2012,1649
522,Core,Weekday,71568,2012,1650
22,Core,Saturday,136243,2012,1651
23,Core,Saturday,69787,2012,1652
25,Core,Saturday,47071,2012,1653
104,Express,Saturday,0,2012,1654
82,Local,Weekday,18166,2011,1655
101,Express,Saturday,0,2011,1656
10,Local,Saturday,8726,2012,1657
120,Express,Saturday,0,2012,1658
27,Local,Saturday,5012,2012,1659
121,Express,Saturday,0,2012,1660
38,Out of Service,Weekday,0,2011,1661
31,Local,Saturday,1871,2012,1662
122,Express,Saturday,0,2012,1663
89,Local,Weekday,1622,2011,1664
26,Core,Saturday,28086,2012,1665
41,Out of Service,Weekday,0,2011,1666
11,Out of Service,Sunday,0,2011,1667
35,Local,Saturday,6233,2012,1668
140,Express,Saturday,0,2012,1669
201,Local,Weekday,10473,2011,1670
102,Express,Saturday,0,2011,1671
55,Core,Saturday,11559,2012,1672
43,Out of Service,Weekday,0,2011,1673
12,Out of Service,Sunday,9974,2011,1674
40,Local,Saturday,3436,2012,1675
168,Express,Saturday,0,2012,1676
10,Local,Saturday,9296,2011,1677
103,Express,Saturday,0,2011,1678
60,Core,Saturday,16642,2012,1679
44,Out of Service,Weekday,0,2011,1680
15,Out of Service,Sunday,0,2011,1681
46,Local,Saturday,1806,2012,1682
180,Express,Saturday,0,2012,1683
27,Local,Saturday,5226,2011,1684
104,Express,Saturday,0,2011,1685
61,Core,Saturday,8676,2012,1686
51,Out of Service,Weekday,11944,2011,1687
33,Out of Service,Sunday,0,2011,1688
47,Local,Saturday,6989,2012,1689
181,Express,Saturday,19669,2012,1690
31,Local,Saturday,2141,2011,1691
120,Express,Saturday,0,2011,1692
62,Core,Saturday,11618,2012,1693
59,Out of Service,Weekday,0,2011,1694
36,Out of Service,Sunday,0,2011,1695
52,Local,Saturday,0,2012,1696
182,Express,Saturday,0,2012,1697
35,Local,Saturday,6277,2011,1698
121,Express,Saturday,0,2011,1699
64,Core,Saturday,19168,2012,1700
67,Out of Service,Weekday,0,2011,1701
38,Out of Service,Sunday,0,2011,1702
53,Local,Saturday,0,2012,1703
101,Express,Sunday,0,2012,1704
40,Local,Saturday,3484,2011,1705
122,Express,Saturday,0,2011,1706
66,Core,Saturday,38561,2012,1707
76,Out of Service,Weekday,0,2011,1708
41,Out of Service,Sunday,0,2011,1709
54,Local,Saturday,4800,2012,1710
102,Express,Sunday,0,2012,1711
46,Local,Saturday,1687,2011,1712
47,Local,Saturday,6470,2011,1713
52,Local,Saturday,0,2011,1714
53,Local,Saturday,0,2011,1715
54,Local,Saturday,4650,2011,1716
57,Local,Saturday,10070,2011,1717
58,Local,Saturday,0,2011,1718
63,Local,Saturday,4259,2011,1719
81,Local,Saturday,881,2011,1720
82,Local,Saturday,7557,2011,1721
89,Local,Saturday,0,2011,1722
201,Local,Saturday,0,2011,1723
10,Local,Sunday,9872,2011,1724
27,Local,Sunday,3329,2011,1725
31,Local,Sunday,1897,2011,1726
35,Local,Sunday,4838,2011,1727
40,Local,Sunday,1787,2011,1728
46,Local,Sunday,0,2011,1729
47,Local,Sunday,4381,2011,1730
52,Local,Sunday,0,2011,1731
53,Local,Sunday,0,2011,1732
54,Local,Sunday,3190,2011,1733
57,Local,Sunday,5543,2011,1734
58,Local,Sunday,0,2011,1735
63,Local,Sunday,2862,2011,1736
81,Local,Sunday,733,2011,1737
82,Local,Sunday,3750,2011,1738
89,Local,Sunday,0,2011,1739
201,Local,Sunday,0,2011,1740
900,LRT,Weekday,12606,2011,1741
901,LRT,Weekday,228697,2011,1742
902,LRT,Weekday,148124,2011,1743
900,LRT,Saturday,5579,2011,1744
901,LRT,Saturday,77417,2011,1745
902,LRT,Saturday,40814,2011,1746
900,LRT,Sunday,4320,2011,1747
901,LRT,Sunday,64381,2011,1748
902,LRT,Sunday,31517,2011,1749
11,Out of Service,Weekday,1808,2011,1750
12,Out of Service,Weekday,0,2011,1751
15,Out of Service,Weekday,0,2011,1752
33,Out of Service,Weekday,0,2011,1753
140,Express,Saturday,0,2011,1754
103,Express,Sunday,0,2012,1755
168,Express,Saturday,0,2011,1756
104,Express,Sunday,0,2012,1757
43,Out of Service,Sunday,0,2011,1758
180,Express,Saturday,1293,2011,1759
120,Express,Sunday,0,2012,1760
44,Out of Service,Sunday,0,2011,1761
85,Out of Service,Weekday,0,2011,1762
181,Express,Saturday,17388,2011,1763
121,Express,Sunday,0,2012,1764
51,Out of Service,Sunday,0,2011,1765
141,Out of Service,Weekday,0,2011,1766
68,Core,Saturday,42873,2012,1767
57,Local,Saturday,9994,2012,1768
182,Express,Saturday,0,2011,1769
122,Express,Sunday,0,2012,1770
59,Out of Service,Sunday,0,2011,1771
183,Out of Service,Weekday,0,2011,1772
70,Core,Saturday,39153,2012,1773
58,Local,Saturday,0,2012,1774
101,Express,Sunday,0,2011,1775
140,Express,Sunday,0,2012,1776
67,Out of Service,Sunday,0,2011,1777
202,Out of Service,Weekday,0,2011,1778
71,Core,Saturday,12903,2012,1779
63,Local,Saturday,4565,2012,1780
102,Express,Sunday,0,2011,1781
168,Express,Sunday,0,2012,1782
76,Out of Service,Sunday,0,2011,1783
203,Out of Service,Weekday,0,2011,1784
72,Core,Saturday,12691,2012,1785
81,Local,Saturday,997,2012,1786
103,Express,Sunday,0,2011,1787
180,Express,Sunday,0,2012,1788
85,Out of Service,Sunday,0,2011,1789
231,Out of Service,Weekday,0,2011,1790
73,Core,Saturday,11112,2012,1791
82,Local,Saturday,7414,2012,1792
181,Express,Sunday,15449,2012,1793
104,Express,Sunday,0,2011,1794
141,Out of Service,Sunday,0,2011,1795
251,Out of Service,Weekday,0,2011,1796
77,Core,Saturday,13825,2012,1797
89,Local,Saturday,0,2012,1798
182,Express,Sunday,0,2012,1799
120,Express,Sunday,0,2011,1800
202,Out of Service,Sunday,0,2011,1801
252,Out of Service,Weekday,0,2011,1802
323,Core,Saturday,0,2012,1803
201,Local,Saturday,0,2012,1804
304,Limited,Weekday,2226,2012,1805
121,Express,Sunday,0,2011,1806
203,Out of Service,Sunday,0,2011,1807
253,Out of Service,Weekday,0,2011,1808
254,Out of Service,Weekday,0,2011,1809
255,Out of Service,Weekday,0,2011,1810
256,Out of Service,Weekday,0,2011,1811
261,Out of Service,Weekday,0,2011,1812
305,Out of Service,Weekday,0,2011,1813
920,Out of Service,Weekday,0,2011,1814
11,Out of Service,Saturday,0,2011,1815
12,Out of Service,Saturday,9745,2011,1816
15,Out of Service,Saturday,0,2011,1817
33,Out of Service,Saturday,0,2011,1818
36,Out of Service,Saturday,0,2011,1819
38,Out of Service,Saturday,0,2011,1820
41,Out of Service,Saturday,0,2011,1821
43,Out of Service,Saturday,0,2011,1822
44,Out of Service,Saturday,0,2011,1823
51,Out of Service,Saturday,0,2011,1824
59,Out of Service,Saturday,0,2011,1825
67,Out of Service,Saturday,0,2011,1826
76,Out of Service,Saturday,0,2011,1827
85,Out of Service,Saturday,0,2011,1828
141,Out of Service,Saturday,0,2011,1829
202,Out of Service,Saturday,0,2011,1830
203,Out of Service,Saturday,0,2011,1831
231,Out of Service,Saturday,0,2011,1832
251,Out of Service,Saturday,0,2011,1833
252,Out of Service,Saturday,0,2011,1834
253,Out of Service,Saturday,0,2011,1835
254,Out of Service,Saturday,0,2011,1836
255,Out of Service,Saturday,0,2011,1837
256,Out of Service,Saturday,0,2011,1838
305,Out of Service,Saturday,0,2011,1839
903,Out of Service,Saturday,0,2011,1840
10,Local,Sunday,9182,2012,1841
122,Express,Sunday,0,2011,1842
27,Local,Sunday,3005,2012,1843
522,Core,Saturday,36235,2012,1844
140,Express,Sunday,0,2011,1845
31,Local,Sunday,1088,2012,1846
22,Core,Sunday,125985,2012,1847
168,Express,Sunday,0,2011,1848
35,Local,Sunday,4868,2012,1849
321,Limited,Weekday,177,2012,1850
231,Out of Service,Sunday,0,2011,1851
23,Core,Sunday,57950,2012,1852
180,Express,Sunday,772,2011,1853
40,Local,Sunday,1847,2012,1854
328,Limited,Weekday,644,2012,1855
251,Out of Service,Sunday,0,2011,1856
25,Core,Sunday,37794,2012,1857
181,Express,Sunday,14269,2011,1858
46,Local,Sunday,0,2012,1859
330,Limited,Weekday,2095,2012,1860
252,Out of Service,Sunday,0,2011,1861
26,Core,Sunday,24946,2012,1862
182,Express,Sunday,0,2011,1863
47,Local,Sunday,4501,2012,1864
304,Limited,Saturday,0,2012,1865
253,Out of Service,Sunday,0,2011,1866
55,Core,Sunday,7337,2012,1867
304,Limited,Weekday,2105,2011,1868
52,Local,Sunday,0,2012,1869
321,Limited,Saturday,0,2012,1870
254,Out of Service,Sunday,0,2011,1871
60,Core,Sunday,11116,2012,1872
321,Limited,Weekday,184,2011,1873
53,Local,Sunday,0,2012,1874
328,Limited,Saturday,0,2012,1875
255,Out of Service,Sunday,0,2011,1876
61,Core,Sunday,6784,2012,1877
328,Limited,Weekday,345,2011,1878
54,Local,Sunday,3317,2012,1879
330,Limited,Saturday,0,2012,1880
256,Out of Service,Sunday,0,2011,1881
62,Core,Sunday,10134,2012,1882
330,Limited,Weekday,1909,2011,1883
57,Local,Sunday,5662,2012,1884
304,Limited,Sunday,0,2012,1885
261,Out of Service,Sunday,0,2011,1886
64,Core,Sunday,15860,2012,1887
304,Limited,Saturday,0,2011,1888
58,Local,Sunday,0,2012,1889
321,Limited,Sunday,0,2012,1890
305,Out of Service,Sunday,0,2011,1891
66,Core,Sunday,31411,2012,1892
321,Limited,Saturday,0,2011,1893
63,Local,Sunday,2898,2012,1894
328,Limited,Sunday,0,2012,1895
903,Out of Service,Sunday,0,2011,1896
68,Core,Sunday,35615,2012,1897
328,Limited,Saturday,0,2011,1898
330,Limited,Saturday,0,2011,1899
304,Limited,Sunday,0,2011,1900
321,Limited,Sunday,0,2011,1901
328,Limited,Sunday,0,2011,1902
330,Limited,Sunday,0,2011,1903
10,Local,Weekday,13182,2011,1904
27,Local,Weekday,9841,2011,1905
31,Local,Weekday,9057,2011,1906
35,Local,Weekday,14457,2011,1907
40,Local,Weekday,14271,2011,1908
46,Local,Weekday,8982,2011,1909
47,Local,Weekday,9711,2011,1910
52,Local,Weekday,4751,2011,1911
53,Local,Weekday,9481,2011,1912
54,Local,Weekday,12811,2011,1913
57,Local,Weekday,18605,2011,1914
58,Local,Weekday,8158,2011,1915
63,Local,Weekday,9941,2011,1916
81,Local,Weekday,12741,2011,1917
70,Core,Sunday,32553,2012,1918
920,Out of Service,Sunday,0,2011,1919
330,Limited,Sunday,0,2012,1920
71,Core,Sunday,9574,2012,1921
81,Local,Sunday,0,2012,1922
200,Other,Weekday,113,2011,1923
10,Local,Weekday,13157,2012,1924
72,Core,Sunday,9489,2012,1925
82,Local,Sunday,3963,2012,1926
200,Other,Saturday,125,2011,1927
27,Local,Weekday,10482,2012,1928
73,Core,Sunday,7393,2012,1929
89,Local,Sunday,0,2012,1930
200,Other,Sunday,79,2011,1931
31,Local,Weekday,9178,2012,1932
77,Core,Sunday,11575,2012,1933
201,Local,Sunday,0,2012,1934
13,Community,Weekday,2074,2012,1935
35,Local,Weekday,13934,2012,1936
323,Core,Sunday,0,2012,1937
900,LRT,Weekday,12001,2012,1938
14,Community,Weekday,2138,2012,1939
40,Local,Weekday,14550,2012,1940
522,Core,Sunday,0,2012,1941
901,LRT,Weekday,233083,2012,1942
16,Community,Weekday,2020,2012,1943
46,Local,Weekday,9357,2012,1944
101,Express,Weekday,755,2012,1945
902,LRT,Weekday,153137,2012,1946
17,Community,Weekday,747,2012,1947
47,Local,Weekday,9717,2012,1948
102,Express,Weekday,3082,2012,1949
900,LRT,Saturday,10733,2012,1950
18,Community,Weekday,2231,2012,1951
52,Local,Weekday,4855,2012,1952
103,Express,Weekday,2318,2012,1953
901,LRT,Saturday,154142,2012,1954
19,Community,Weekday,2908,2012,1955
53,Local,Weekday,10562,2012,1956
104,Express,Weekday,946,2012,1957
902,LRT,Saturday,78778,2012,1958
32,Community,Weekday,11375,2012,1959
54,Local,Weekday,13206,2012,1960
120,Express,Weekday,2762,2012,1961
900,LRT,Sunday,8684,2012,1962
34,Community,Weekday,894,2012,1963
57,Local,Weekday,19447,2012,1964
121,Express,Weekday,3614,2012,1965
901,LRT,Sunday,123764,2012,1966
37,Community,Weekday,7990,2012,1967
58,Local,Weekday,7821,2012,1968
122,Express,Weekday,636,2012,1969
902,LRT,Sunday,63582,2012,1970
39,Community,Weekday,4521,2012,1971
63,Local,Weekday,10602,2012,1972
140,Express,Weekday,1613,2012,1973
11,Out of Service,Weekday,900,2012,1974
42,Community,Weekday,3215,2012,1975
81,Local,Weekday,12627,2012,1976
168,Express,Weekday,3238,2012,1977
12,Out of Service,Weekday,0,2012,1978
45,Community,Weekday,1773,2012,1979
82,Local,Weekday,17709,2012,1980
180,Express,Weekday,7623,2012,1981
15,Out of Service,Weekday,0,2012,1982
48,Community,Weekday,4636,2012,1983
89,Local,Weekday,1868,2012,1984
181,Express,Weekday,26566,2012,1985
33,Out of Service,Weekday,0,2012,1986
49,Community,Weekday,3286,2012,1987
201,Local,Weekday,10730,2012,1988
182,Express,Weekday,685,2012,1989
36,Out of Service,Weekday,0,2012,1990
65,Community,Weekday,5238,2012,1991
185,Express,Weekday,0,2012,1992
38,Out of Service,Weekday,0,2012,1993
88,Community,Weekday,4053,2012,1994
101,Express,Saturday,0,2012,1995
102,Express,Saturday,0,2012,1996
103,Express,Saturday,0,2012,1997
13,Community,Saturday,0,2012,1998
14,Community,Saturday,1259,2012,1999
41,Out of Service,Weekday,0,2012,2000
122,Express,Saturday,0,2013,2001
140,Express,Saturday,0,2013,2002
168,Express,Saturday,0,2013,2003
180,Express,Saturday,0,2013,2004
181,Express,Saturday,20370,2013,2005
182,Express,Saturday,0,2013,2006
101,Express,Sunday,0,2013,2007
102,Express,Sunday,0,2013,2008
103,Express,Sunday,0,2013,2009
104,Express,Sunday,0,2013,2010
120,Express,Sunday,0,2013,2011
121,Express,Sunday,0,2013,2012
122,Express,Sunday,0,2013,2013
140,Express,Sunday,0,2013,2014
168,Express,Sunday,0,2013,2015
180,Express,Sunday,0,2013,2016
181,Express,Sunday,16288,2013,2017
182,Express,Sunday,0,2013,2018
304,Limited,Weekday,2420,2013,2019
321,Limited,Weekday,217,2013,2020
328,Limited,Weekday,908,2013,2021
330,Limited,Weekday,2302,2013,2022
304,Limited,Saturday,0,2013,2023
321,Limited,Saturday,0,2013,2024
328,Limited,Saturday,0,2013,2025
330,Limited,Saturday,0,2013,2026
304,Limited,Sunday,0,2013,2027
321,Limited,Sunday,0,2013,2028
328,Limited,Sunday,0,2013,2029
330,Limited,Sunday,0,2013,2030
10,Local,Weekday,14291,2013,2031
27,Local,Weekday,9780,2013,2032
31,Local,Weekday,8741,2013,2033
35,Local,Weekday,13166,2013,2034
40,Local,Weekday,14886,2013,2035
46,Local,Weekday,8474,2013,2036
47,Local,Weekday,9505,2013,2037
52,Local,Weekday,5188,2013,2038
53,Local,Weekday,10194,2013,2039
54,Local,Weekday,13889,2013,2040
57,Local,Weekday,19527,2013,2041
58,Local,Weekday,8113,2013,2042
63,Local,Weekday,10247,2013,2043
81,Local,Weekday,12032,2013,2044
82,Local,Weekday,17576,2013,2045
89,Local,Weekday,1750,2013,2046
201,Local,Weekday,10932,2013,2047
10,Local,Saturday,9255,2013,2048
27,Local,Saturday,5242,2013,2049
31,Local,Saturday,2019,2013,2050
59,Out of Service,Weekday,0,2013,2051
67,Out of Service,Weekday,0,2013,2052
76,Out of Service,Weekday,0,2013,2053
85,Out of Service,Weekday,0,2013,2054
141,Out of Service,Weekday,0,2013,2055
43,Out of Service,Weekday,0,2012,2056
183,Out of Service,Weekday,361,2013,2057
202,Out of Service,Weekday,0,2013,2058
203,Out of Service,Weekday,0,2013,2059
231,Out of Service,Weekday,0,2013,2060
44,Out of Service,Weekday,0,2012,2061
251,Out of Service,Weekday,0,2013,2062
51,Out of Service,Weekday,13231,2012,2063
38,Out of Service,Sunday,0,2013,2064
252,Out of Service,Weekday,0,2013,2065
15,Out of Service,Sunday,0,2012,2066
59,Out of Service,Weekday,0,2012,2067
41,Out of Service,Sunday,0,2013,2068
253,Out of Service,Weekday,0,2013,2069
60,Core,Saturday,16260,2013,2070
33,Out of Service,Sunday,0,2012,2071
67,Out of Service,Weekday,0,2012,2072
43,Out of Service,Sunday,0,2013,2073
254,Out of Service,Weekday,0,2013,2074
61,Core,Saturday,8077,2013,2075
36,Out of Service,Sunday,0,2012,2076
76,Out of Service,Weekday,0,2012,2077
44,Out of Service,Sunday,0,2013,2078
255,Out of Service,Weekday,0,2013,2079
62,Core,Saturday,11032,2013,2080
38,Out of Service,Sunday,0,2012,2081
85,Out of Service,Weekday,0,2012,2082
51,Out of Service,Sunday,0,2013,2083
256,Out of Service,Weekday,0,2013,2084
64,Core,Saturday,19728,2013,2085
41,Out of Service,Sunday,0,2012,2086
141,Out of Service,Weekday,0,2012,2087
59,Out of Service,Sunday,0,2013,2088
261,Out of Service,Weekday,0,2013,2089
66,Core,Saturday,38256,2013,2090
68,Core,Saturday,41806,2013,2091
70,Core,Saturday,38853,2013,2092
71,Core,Saturday,12900,2013,2093
72,Core,Saturday,13340,2013,2094
73,Core,Saturday,11568,2013,2095
77,Core,Saturday,14354,2013,2096
323,Core,Saturday,0,2013,2097
522,Core,Saturday,42814,2013,2098
22,Core,Sunday,134423,2013,2099
23,Core,Sunday,59648,2013,2100
25,Core,Sunday,39817,2013,2101
26,Core,Sunday,25482,2013,2102
55,Core,Sunday,7695,2013,2103
60,Core,Sunday,11556,2013,2104
61,Core,Sunday,6538,2013,2105
62,Core,Sunday,10607,2013,2106
64,Core,Sunday,15803,2013,2107
66,Core,Sunday,32271,2013,2108
68,Core,Sunday,34705,2013,2109
70,Core,Sunday,33528,2013,2110
71,Core,Sunday,10184,2013,2111
72,Core,Sunday,10142,2013,2112
73,Core,Sunday,7451,2013,2113
77,Core,Sunday,11709,2013,2114
323,Core,Sunday,0,2013,2115
522,Core,Sunday,0,2013,2116
101,Express,Weekday,903,2013,2117
102,Express,Weekday,3572,2013,2118
103,Express,Weekday,2461,2013,2119
104,Express,Weekday,970,2013,2120
120,Express,Weekday,3035,2013,2121
121,Express,Weekday,4578,2013,2122
122,Express,Weekday,739,2013,2123
140,Express,Weekday,1892,2013,2124
168,Express,Weekday,3462,2013,2125
180,Express,Weekday,6938,2013,2126
181,Express,Weekday,25363,2013,2127
182,Express,Weekday,466,2013,2128
185,Express,Weekday,0,2013,2129
101,Express,Saturday,0,2013,2130
102,Express,Saturday,0,2013,2131
103,Express,Saturday,0,2013,2132
104,Express,Saturday,0,2013,2133
120,Express,Saturday,0,2013,2134
121,Express,Saturday,0,2013,2135
19,Community,Saturday,1204,2013,2136
35,Local,Saturday,5974,2013,2137
305,Out of Service,Weekday,0,2013,2138
40,Local,Saturday,3648,2013,2139
32,Community,Saturday,3741,2013,2140
920,Out of Service,Weekday,37,2013,2141
67,Out of Service,Sunday,0,2013,2142
46,Local,Saturday,1590,2013,2143
34,Community,Saturday,0,2013,2144
11,Out of Service,Saturday,0,2013,2145
76,Out of Service,Sunday,0,2013,2146
43,Out of Service,Sunday,0,2012,2147
47,Local,Saturday,6194,2013,2148
183,Out of Service,Weekday,576,2012,2149
37,Community,Saturday,611,2013,2150
12,Out of Service,Saturday,9483,2013,2151
85,Out of Service,Sunday,0,2013,2152
44,Out of Service,Sunday,0,2012,2153
52,Local,Saturday,0,2013,2154
202,Out of Service,Weekday,0,2012,2155
39,Community,Saturday,2648,2013,2156
15,Out of Service,Saturday,0,2013,2157
141,Out of Service,Sunday,0,2013,2158
51,Out of Service,Sunday,0,2012,2159
53,Local,Saturday,0,2013,2160
203,Out of Service,Weekday,0,2012,2161
42,Community,Saturday,1423,2013,2162
33,Out of Service,Saturday,0,2013,2163
202,Out of Service,Sunday,0,2013,2164
59,Out of Service,Sunday,0,2012,2165
54,Local,Saturday,4942,2013,2166
231,Out of Service,Weekday,0,2012,2167
45,Community,Saturday,0,2013,2168
36,Out of Service,Saturday,0,2013,2169
203,Out of Service,Sunday,0,2013,2170
67,Out of Service,Sunday,0,2012,2171
57,Local,Saturday,9784,2013,2172
251,Out of Service,Weekday,0,2012,2173
48,Community,Saturday,1917,2013,2174
38,Out of Service,Saturday,0,2013,2175
231,Out of Service,Sunday,0,2013,2176
76,Out of Service,Sunday,0,2012,2177
58,Local,Saturday,0,2013,2178
252,Out of Service,Weekday,0,2012,2179
49,Community,Saturday,1552,2013,2180
41,Out of Service,Saturday,0,2013,2181
251,Out of Service,Sunday,0,2013,2182
85,Out of Service,Sunday,0,2012,2183
63,Local,Saturday,4331,2013,2184
253,Out of Service,Weekday,0,2012,2185
254,Out of Service,Weekday,0,2012,2186
255,Out of Service,Weekday,0,2012,2187
256,Out of Service,Weekday,0,2012,2188
261,Out of Service,Weekday,0,2012,2189
305,Out of Service,Weekday,0,2012,2190
920,Out of Service,Weekday,0,2012,2191
11,Out of Service,Saturday,0,2012,2192
12,Out of Service,Saturday,9099,2012,2193
15,Out of Service,Saturday,0,2012,2194
33,Out of Service,Saturday,0,2012,2195
36,Out of Service,Saturday,0,2012,2196
38,Out of Service,Saturday,0,2012,2197
41,Out of Service,Saturday,0,2012,2198
43,Out of Service,Saturday,0,2012,2199
44,Out of Service,Saturday,0,2012,2200
51,Out of Service,Saturday,0,2012,2201
59,Out of Service,Saturday,0,2012,2202
67,Out of Service,Saturday,0,2012,2203
76,Out of Service,Saturday,0,2012,2204
85,Out of Service,Saturday,0,2012,2205
141,Out of Service,Saturday,0,2012,2206
202,Out of Service,Saturday,0,2012,2207
203,Out of Service,Saturday,0,2012,2208
231,Out of Service,Saturday,0,2012,2209
251,Out of Service,Saturday,0,2012,2210
252,Out of Service,Saturday,0,2012,2211
253,Out of Service,Saturday,0,2012,2212
254,Out of Service,Saturday,0,2012,2213
255,Out of Service,Saturday,0,2012,2214
256,Out of Service,Saturday,0,2012,2215
305,Out of Service,Saturday,0,2012,2216
903,Out of Service,Saturday,0,2012,2217
920,Out of Service,Saturday,0,2012,2218
11,Out of Service,Sunday,0,2012,2219
12,Out of Service,Sunday,9761,2012,2220
252,Out of Service,Sunday,0,2013,2221
81,Local,Saturday,964,2013,2222
65,Community,Saturday,0,2013,2223
253,Out of Service,Sunday,0,2013,2224
43,Out of Service,Saturday,0,2013,2225
82,Local,Saturday,7709,2013,2226
88,Community,Saturday,0,2013,2227
254,Out of Service,Sunday,0,2013,2228
44,Out of Service,Saturday,0,2013,2229
89,Local,Saturday,0,2013,2230
141,Out of Service,Sunday,0,2012,2231
13,Community,Sunday,0,2013,2232
255,Out of Service,Sunday,0,2013,2233
51,Out of Service,Saturday,0,2013,2234
201,Local,Saturday,0,2013,2235
202,Out of Service,Sunday,0,2012,2236
14,Community,Sunday,826,2013,2237
256,Out of Service,Sunday,0,2013,2238
59,Out of Service,Saturday,0,2013,2239
10,Local,Sunday,10281,2013,2240
203,Out of Service,Sunday,0,2012,2241
16,Community,Sunday,0,2013,2242
261,Out of Service,Sunday,0,2013,2243
67,Out of Service,Saturday,0,2013,2244
27,Local,Sunday,3133,2013,2245
231,Out of Service,Sunday,0,2012,2246
17,Community,Sunday,0,2013,2247
305,Out of Service,Sunday,0,2013,2248
76,Out of Service,Saturday,0,2013,2249
31,Local,Sunday,1221,2013,2250
251,Out of Service,Sunday,0,2012,2251
18,Community,Sunday,142,2013,2252
903,Out of Service,Sunday,0,2013,2253
85,Out of Service,Saturday,0,2013,2254
35,Local,Sunday,5054,2013,2255
252,Out of Service,Sunday,0,2012,2256
19,Community,Sunday,896,2013,2257
920,Out of Service,Sunday,299,2013,2258
141,Out of Service,Saturday,0,2013,2259
40,Local,Sunday,1961,2013,2260
253,Out of Service,Sunday,0,2012,2261
32,Community,Sunday,0,2013,2262
200,Other,Weekday,127,2013,2263
202,Out of Service,Saturday,0,2013,2264
46,Local,Sunday,0,2013,2265
254,Out of Service,Sunday,0,2012,2266
34,Community,Sunday,0,2013,2267
200,Other,Saturday,131,2013,2268
