Route,LineType,DayofWeek,Boardings,Year,FID2
203,Out of Service,Saturday,0,2013,2269
47,Local,Sunday,4819,2013,2270
52,Local,Sunday,0,2013,2271
53,Local,Sunday,0,2013,2272
54,Local,Sunday,3756,2013,2273
57,Local,Sunday,5680,2013,2274
58,Local,Sunday,0,2013,2275
63,Local,Sunday,3041,2013,2276
81,Local,Sunday,0,2013,2277
82,Local,Sunday,3958,2013,2278
89,Local,Sunday,0,2013,2279
201,Local,Sunday,0,2013,2280
900,LRT,Weekday,11183,2013,2281
901,LRT,Weekday,242495,2013,2282
902,LRT,Weekday,161443,2013,2283
900,LRT,Saturday,9869,2013,2284
901,LRT,Saturday,152369,2013,2285
902,LRT,Saturday,82305,2013,2286
900,LRT,Sunday,8021,2013,2287
901,LRT,Sunday,127104,2013,2288
902,LRT,Sunday,67991,2013,2289
11,Out of Service,Weekday,0,2013,2290
12,Out of Service,Weekday,0,2013,2291
15,Out of Service,Weekday,0,2013,2292
33,Out of Service,Weekday,0,2013,2293
36,Out of Service,Weekday,0,2013,2294
38,Out of Service,Weekday,0,2013,2295
41,Out of Service,Weekday,0,2013,2296
43,Out of Service,Weekday,0,2013,2297
44,Out of Service,Weekday,0,2013,2298
51,Out of Service,Weekday,14069,2013,2299
200,Other,Sunday,99,2013,2300
255,Out of Service,Sunday,0,2012,2301
13,Community,Weekday,1865,2014,2302
231,Out of Service,Saturday,0,2013,2303
256,Out of Service,Sunday,0,2012,2304
14,Community,Weekday,1924,2014,2305
251,Out of Service,Saturday,0,2013,2306
261,Out of Service,Sunday,0,2012,2307
37,Community,Sunday,0,2013,2308
16,Community,Weekday,1316,2014,2309
252,Out of Service,Saturday,0,2013,2310
305,Out of Service,Sunday,0,2012,2311
39,Community,Sunday,2344,2013,2312
17,Community,Weekday,736,2014,2313
253,Out of Service,Saturday,0,2013,2314
903,Out of Service,Sunday,0,2012,2315
42,Community,Sunday,0,2013,2316
18,Community,Weekday,2082,2014,2317
254,Out of Service,Saturday,0,2013,2318
920,Out of Service,Sunday,0,2012,2319
45,Community,Sunday,0,2013,2320
19,Community,Weekday,2655,2014,2321
255,Out of Service,Saturday,0,2013,2322
200,Other,Weekday,131,2012,2323
48,Community,Sunday,1465,2013,2324
32,Community,Weekday,12173,2014,2325
256,Out of Service,Saturday,0,2013,2326
200,Other,Saturday,178,2012,2327
49,Community,Sunday,848,2013,2328
34,Community,Weekday,799,2014,2329
305,Out of Service,Saturday,0,2013,2330
200,Other,Sunday,104,2012,2331
65,Community,Sunday,0,2013,2332
37,Community,Weekday,7373,2014,2333
903,Out of Service,Saturday,472,2013,2334
13,Community,Weekday,2105,2013,2335
88,Community,Sunday,0,2013,2336
39,Community,Weekday,4839,2014,2337
920,Out of Service,Saturday,0,2013,2338
14,Community,Weekday,2133,2013,2339
22,Core,Weekday,175231,2013,2340
42,Community,Weekday,5881,2014,2341
11,Out of Service,Sunday,0,2013,2342
16,Community,Weekday,1733,2013,2343
23,Core,Weekday,100463,2013,2344
45,Community,Weekday,2158,2014,2345
12,Out of Service,Sunday,10226,2013,2346
17,Community,Weekday,762,2013,2347
25,Core,Weekday,84656,2013,2348
48,Community,Weekday,4161,2014,2349
15,Out of Service,Sunday,0,2013,2350
18,Community,Weekday,2238,2013,2351
26,Core,Weekday,46328,2013,2352
49,Community,Weekday,3164,2014,2353
33,Out of Service,Sunday,0,2013,2354
19,Community,Weekday,2986,2013,2355
55,Core,Weekday,32381,2013,2356
65,Community,Weekday,6755,2014,2357
36,Out of Service,Sunday,0,2013,2358
32,Community,Weekday,11432,2013,2359
60,Core,Weekday,28216,2013,2360
88,Community,Weekday,2770,2014,2361
34,Community,Weekday,836,2013,2362
61,Core,Weekday,20737,2013,2363
37,Community,Weekday,7757,2013,2364
62,Core,Weekday,19536,2013,2365
39,Community,Weekday,4745,2013,2366
64,Core,Weekday,40223,2013,2367
42,Community,Weekday,3960,2013,2368
66,Core,Weekday,71149,2013,2369
13,Community,Saturday,0,2014,2370
45,Community,Weekday,2063,2013,2371
68,Core,Weekday,64493,2013,2372
14,Community,Saturday,926,2014,2373
48,Community,Weekday,4616,2013,2374
70,Core,Weekday,61573,2013,2375
16,Community,Saturday,0,2014,2376
49,Community,Weekday,3181,2013,2377
71,Core,Weekday,24158,2013,2378
17,Community,Saturday,0,2014,2379
65,Community,Weekday,6579,2013,2380
72,Core,Weekday,27817,2013,2381
18,Community,Saturday,180,2014,2382
88,Community,Weekday,3864,2013,2383
73,Core,Weekday,29771,2013,2384
19,Community,Saturday,1224,2014,2385
13,Community,Saturday,0,2013,2386
77,Core,Weekday,25172,2013,2387
32,Community,Saturday,3522,2014,2388
14,Community,Saturday,1091,2013,2389
323,Core,Weekday,23180,2013,2390
34,Community,Saturday,0,2014,2391
16,Community,Saturday,0,2013,2392
522,Core,Weekday,72780,2013,2393
17,Community,Saturday,0,2013,2394
22,Core,Saturday,133962,2013,2395
18,Community,Saturday,173,2013,2396
23,Core,Saturday,70378,2013,2397
25,Core,Saturday,48763,2013,2398
26,Core,Saturday,28798,2013,2399
55,Core,Saturday,10686,2013,2400
37,Community,Saturday,0,2014,2401
39,Community,Saturday,2473,2014,2402
42,Community,Saturday,1366,2014,2403
45,Community,Saturday,0,2014,2404
48,Community,Saturday,1692,2014,2405
49,Community,Saturday,1644,2014,2406
65,Community,Saturday,0,2014,2407
88,Community,Saturday,0,2014,2408
13,Community,Sunday,0,2014,2409
14,Community,Sunday,789,2014,2410
16,Community,Sunday,0,2014,2411
17,Community,Sunday,0,2014,2412
18,Community,Sunday,152,2014,2413
19,Community,Sunday,862,2014,2414
32,Community,Sunday,0,2014,2415
34,Community,Sunday,0,2014,2416
37,Community,Sunday,0,2014,2417
39,Community,Sunday,2210,2014,2418
42,Community,Sunday,0,2014,2419
45,Community,Sunday,0,2014,2420
48,Community,Sunday,1188,2014,2421
49,Community,Sunday,941,2014,2422
65,Community,Sunday,0,2014,2423
88,Community,Sunday,0,2014,2424
22,Core,Weekday,163915,2014,2425
23,Core,Weekday,102310,2014,2426
25,Core,Weekday,85574,2014,2427
26,Core,Weekday,40866,2014,2428
55,Core,Weekday,33848,2014,2429
60,Core,Weekday,28888,2014,2430
61,Core,Weekday,20022,2014,2431
62,Core,Weekday,18725,2014,2432
64,Core,Weekday,42034,2014,2433
66,Core,Weekday,75666,2014,2434
68,Core,Weekday,66612,2014,2435
70,Core,Weekday,57693,2014,2436
71,Core,Weekday,21114,2014,2437
72,Core,Weekday,28763,2014,2438
73,Core,Weekday,31809,2014,2439
77,Core,Weekday,23105,2014,2440
323,Core,Weekday,23927,2014,2441
522,Core,Weekday,69751,2014,2442
22,Core,Saturday,119061,2014,2443
23,Core,Saturday,66725,2014,2444
25,Core,Saturday,49802,2014,2445
26,Core,Saturday,26882,2014,2446
55,Core,Saturday,11211,2014,2447
60,Core,Saturday,16045,2014,2448
61,Core,Saturday,8155,2014,2449
62,Core,Saturday,11248,2014,2450
85,Out of Service,Weekday,0,2014,2451
141,Out of Service,Weekday,0,2014,2452
183,Out of Service,Weekday,0,2014,2453
202,Out of Service,Weekday,0,2014,2454
203,Out of Service,Weekday,0,2014,2455
231,Out of Service,Weekday,0,2014,2456
251,Out of Service,Weekday,123,2014,2457
252,Out of Service,Weekday,0,2014,2458
253,Out of Service,Weekday,0,2014,2459
254,Out of Service,Weekday,0,2014,2460
255,Out of Service,Weekday,0,2014,2461
256,Out of Service,Weekday,0,2014,2462
261,Out of Service,Weekday,0,2014,2463
305,Out of Service,Weekday,0,2014,2464
920,Out of Service,Weekday,0,2014,2465
11,Out of Service,Saturday,0,2014,2466
12,Out of Service,Saturday,7592,2014,2467
15,Out of Service,Saturday,0,2014,2468
33,Out of Service,Saturday,0,2014,2469
36,Out of Service,Saturday,0,2014,2470
38,Out of Service,Saturday,0,2014,2471
41,Out of Service,Saturday,0,2014,2472
43,Out of Service,Saturday,0,2014,2473
44,Out of Service,Saturday,0,2014,2474
51,Out of Service,Saturday,0,2014,2475
59,Out of Service,Saturday,0,2014,2476
67,Out of Service,Saturday,0,2014,2477
76,Out of Service,Saturday,0,2014,2478
85,Out of Service,Saturday,0,2014,2479
141,Out of Service,Saturday,0,2014,2480
202,Out of Service,Saturday,0,2014,2481
203,Out of Service,Saturday,0,2014,2482
231,Out of Service,Saturday,0,2014,2483
251,Out of Service,Saturday,236,2014,2484
252,Out of Service,Saturday,28,2014,2485
253,Out of Service,Saturday,33,2014,2486
254,Out of Service,Saturday,15,2014,2487
255,Out of Service,Saturday,35,2014,2488
256,Out of Service,Saturday,246,2014,2489
305,Out of Service,Saturday,0,2014,2490
903,Out of Service,Saturday,0,2014,2491
920,Out of Service,Saturday,0,2014,2492
11,Out of Service,Sunday,0,2014,2493
12,Out of Service,Sunday,7841,2014,2494
15,Out of Service,Sunday,0,2014,2495
33,Out of Service,Sunday,0,2014,2496
36,Out of Service,Sunday,0,2014,2497
38,Out of Service,Sunday,0,2014,2498
41,Out of Service,Sunday,0,2014,2499
43,Out of Service,Sunday,0,2014,2500
44,Out of Service,Sunday,0,2014,2501
64,Core,Saturday,20406,2014,2502
180,Express,Saturday,0,2014,2503
70,Core,Saturday,37131,2015,2504
45,Community,Saturday,0,2015,2505
47,Local,Saturday,6292,2014,2506
71,Core,Saturday,12896,2015,2507
181,Express,Saturday,24171,2014,2508
66,Core,Saturday,39858,2014,2509
72,Core,Saturday,14601,2015,2510
51,Out of Service,Sunday,0,2014,2511
182,Express,Saturday,0,2014,2512
68,Core,Saturday,40854,2014,2513
73,Core,Saturday,12419,2015,2514
59,Out of Service,Sunday,0,2014,2515
101,Express,Sunday,0,2014,2516
52,Local,Saturday,0,2014,2517
70,Core,Saturday,37036,2014,2518
48,Community,Saturday,1730,2015,2519
77,Core,Saturday,21712,2015,2520
67,Out of Service,Sunday,0,2014,2521
102,Express,Sunday,0,2014,2522
53,Local,Saturday,0,2014,2523
71,Core,Saturday,10797,2014,2524
49,Community,Saturday,1761,2015,2525
323,Core,Saturday,14643,2015,2526
76,Out of Service,Sunday,0,2014,2527
103,Express,Sunday,0,2014,2528
54,Local,Saturday,4665,2014,2529
72,Core,Saturday,14523,2014,2530
65,Community,Saturday,0,2015,2531
522,Core,Saturday,53568,2015,2532
85,Out of Service,Sunday,0,2014,2533
104,Express,Sunday,0,2014,2534
57,Local,Saturday,9787,2014,2535
73,Core,Saturday,12214,2014,2536
88,Community,Saturday,0,2015,2537
22,Core,Sunday,114348,2015,2538
141,Out of Service,Sunday,0,2014,2539
120,Express,Sunday,0,2014,2540
58,Local,Saturday,0,2014,2541
77,Core,Saturday,12573,2014,2542
13,Community,Sunday,0,2015,2543
23,Core,Sunday,52585,2015,2544
202,Out of Service,Sunday,0,2014,2545
121,Express,Sunday,0,2014,2546
63,Local,Saturday,4524,2014,2547
323,Core,Saturday,4992,2014,2548
25,Core,Sunday,37953,2015,2549
14,Community,Sunday,929,2015,2550
26,Core,Sunday,24722,2015,2551
16,Community,Sunday,0,2015,2552
81,Local,Saturday,1072,2014,2553
122,Express,Sunday,0,2014,2554
17,Community,Sunday,0,2015,2555
55,Core,Sunday,7736,2015,2556
522,Core,Saturday,44481,2014,2557
203,Out of Service,Sunday,0,2014,2558
18,Community,Sunday,386,2015,2559
140,Express,Sunday,0,2014,2560
22,Core,Sunday,107849,2014,2561
82,Local,Saturday,7646,2014,2562
231,Out of Service,Sunday,0,2014,2563
60,Core,Sunday,11115,2015,2564
19,Community,Sunday,1153,2015,2565
168,Express,Sunday,0,2014,2566
23,Core,Sunday,56892,2014,2567
89,Local,Saturday,0,2014,2568
251,Out of Service,Sunday,6958,2014,2569
61,Core,Sunday,6607,2015,2570
32,Community,Sunday,0,2015,2571
180,Express,Sunday,0,2014,2572
25,Core,Sunday,39427,2014,2573
201,Local,Saturday,0,2014,2574
252,Out of Service,Sunday,1276,2014,2575
62,Core,Sunday,9829,2015,2576
34,Community,Sunday,0,2015,2577
181,Express,Sunday,18906,2014,2578
26,Core,Sunday,22731,2014,2579
10,Local,Sunday,11049,2014,2580
253,Out of Service,Sunday,1301,2014,2581
64,Core,Sunday,15649,2015,2582
37,Community,Sunday,0,2015,2583
182,Express,Sunday,0,2014,2584
55,Core,Sunday,8556,2014,2585
27,Local,Sunday,2874,2014,2586
254,Out of Service,Sunday,1201,2014,2587
66,Core,Sunday,33459,2015,2588
39,Community,Sunday,2667,2015,2589
304,Limited,Weekday,2939,2014,2590
60,Core,Sunday,12790,2014,2591
31,Local,Sunday,1066,2014,2592
255,Out of Service,Sunday,2019,2014,2593
68,Core,Sunday,34271,2015,2594
42,Community,Sunday,0,2015,2595
321,Limited,Weekday,228,2014,2596
61,Core,Sunday,6468,2014,2597
35,Local,Sunday,4678,2014,2598
256,Out of Service,Sunday,1771,2014,2599
70,Core,Sunday,32022,2015,2600
45,Community,Sunday,0,2015,2601
328,Limited,Weekday,984,2014,2602
62,Core,Sunday,9798,2014,2603
40,Local,Sunday,2039,2014,2604
261,Out of Service,Sunday,1682,2014,2605
71,Core,Sunday,9741,2015,2606
48,Community,Sunday,1250,2015,2607
330,Limited,Weekday,2468,2014,2608
64,Core,Sunday,15164,2014,2609
46,Local,Sunday,0,2014,2610
305,Out of Service,Sunday,0,2014,2611
72,Core,Sunday,10636,2015,2612
49,Community,Sunday,920,2015,2613
304,Limited,Saturday,0,2014,2614
66,Core,Sunday,33364,2014,2615
47,Local,Sunday,4531,2014,2616
903,Out of Service,Sunday,0,2014,2617
73,Core,Sunday,8320,2015,2618
65,Community,Sunday,0,2015,2619
321,Limited,Saturday,0,2014,2620
68,Core,Sunday,35309,2014,2621
52,Local,Sunday,0,2014,2622
920,Out of Service,Sunday,0,2014,2623
77,Core,Sunday,13429,2015,2624
88,Community,Sunday,0,2015,2625
328,Limited,Saturday,0,2014,2626
70,Core,Sunday,32105,2014,2627
53,Local,Sunday,0,2014,2628
200,Other,Weekday,106,2014,2629
323,Core,Sunday,7628,2015,2630
22,Core,Weekday,165225,2015,2631
330,Limited,Saturday,0,2014,2632
71,Core,Sunday,9041,2014,2633
54,Local,Sunday,3430,2014,2634
200,Other,Saturday,99,2014,2635
522,Core,Sunday,32610,2015,2636
23,Core,Weekday,98740,2015,2637
304,Limited,Sunday,0,2014,2638
72,Core,Sunday,10342,2014,2639
57,Local,Sunday,7622,2014,2640
200,Other,Sunday,82,2014,2641
101,Express,Weekday,945,2015,2642
25,Core,Weekday,84708,2015,2643
321,Limited,Sunday,0,2014,2644
73,Core,Sunday,8224,2014,2645
58,Local,Sunday,0,2014,2646
13,Community,Weekday,2151,2015,2647
14,Community,Weekday,2075,2015,2648
16,Community,Weekday,1121,2015,2649
17,Community,Weekday,977,2015,2650
18,Community,Weekday,2322,2015,2651
19,Community,Weekday,2826,2015,2652
32,Community,Weekday,12583,2015,2653
34,Community,Weekday,793,2015,2654
37,Community,Weekday,7509,2015,2655
39,Community,Weekday,5132,2015,2656
42,Community,Weekday,6646,2015,2657
45,Community,Weekday,2520,2015,2658
48,Community,Weekday,4053,2015,2659
49,Community,Weekday,3273,2015,2660
65,Community,Weekday,7307,2015,2661
88,Community,Weekday,2664,2015,2662
13,Community,Saturday,0,2015,2663
14,Community,Saturday,1112,2015,2664
16,Community,Saturday,0,2015,2665
17,Community,Saturday,0,2015,2666
18,Community,Saturday,345,2015,2667
19,Community,Saturday,1332,2015,2668
32,Community,Saturday,3114,2015,2669
34,Community,Saturday,0,2015,2670
37,Community,Saturday,0,2015,2671
39,Community,Saturday,2596,2015,2672
42,Community,Saturday,1357,2015,2673
328,Limited,Sunday,0,2014,2674
63,Local,Sunday,2910,2014,2675
330,Limited,Sunday,0,2014,2676
77,Core,Sunday,9827,2014,2677
81,Local,Sunday,0,2014,2678
26,Core,Weekday,45684,2015,2679
10,Local,Weekday,15347,2014,2680
323,Core,Sunday,0,2014,2681
82,Local,Sunday,4003,2014,2682
102,Express,Weekday,3766,2015,2683
55,Core,Weekday,30988,2015,2684
27,Local,Weekday,9700,2014,2685
522,Core,Sunday,27345,2014,2686
89,Local,Sunday,0,2014,2687
103,Express,Weekday,2210,2015,2688
60,Core,Weekday,27781,2015,2689
31,Local,Weekday,6885,2014,2690
101,Express,Weekday,917,2014,2691
201,Local,Sunday,0,2014,2692
104,Express,Weekday,972,2015,2693
61,Core,Weekday,20063,2015,2694
35,Local,Weekday,13188,2014,2695
102,Express,Weekday,3707,2014,2696
900,LRT,Weekday,10493,2014,2697
120,Express,Weekday,3184,2015,2698
62,Core,Weekday,19110,2015,2699
40,Local,Weekday,14966,2014,2700
103,Express,Weekday,2292,2014,2701
901,LRT,Weekday,246960,2014,2702
121,Express,Weekday,4497,2015,2703
64,Core,Weekday,42286,2015,2704
46,Local,Weekday,8279,2014,2705
104,Express,Weekday,1032,2014,2706
902,LRT,Weekday,167799,2014,2707
122,Express,Weekday,556,2015,2708
66,Core,Weekday,76065,2015,2709
47,Local,Weekday,9541,2014,2710
120,Express,Weekday,3298,2014,2711
900,LRT,Saturday,9448,2014,2712
140,Express,Weekday,2108,2015,2713
68,Core,Weekday,64885,2015,2714
52,Local,Weekday,5340,2014,2715
121,Express,Weekday,5044,2014,2716
901,LRT,Saturday,158271,2014,2717
168,Express,Weekday,3738,2015,2718
70,Core,Weekday,60011,2015,2719
53,Local,Weekday,9993,2014,2720
122,Express,Weekday,654,2014,2721
902,LRT,Saturday,99847,2014,2722
180,Express,Weekday,12234,2015,2723
71,Core,Weekday,24763,2015,2724
54,Local,Weekday,13495,2014,2725
140,Express,Weekday,2257,2014,2726
900,LRT,Sunday,8297,2014,2727
181,Express,Weekday,33103,2015,2728
72,Core,Weekday,30519,2015,2729
57,Local,Weekday,19640,2014,2730
168,Express,Weekday,3882,2014,2731
901,LRT,Sunday,141182,2014,2732
182,Express,Weekday,403,2015,2733
73,Core,Weekday,31257,2015,2734
58,Local,Weekday,8145,2014,2735
180,Express,Weekday,7608,2014,2736
902,LRT,Sunday,84738,2014,2737
185,Express,Weekday,0,2015,2738
77,Core,Weekday,33102,2015,2739
63,Local,Weekday,10230,2014,2740
181,Express,Weekday,30209,2014,2741
11,Out of Service,Weekday,0,2014,2742
101,Express,Saturday,0,2015,2743
323,Core,Weekday,27469,2015,2744
81,Local,Weekday,12141,2014,2745
82,Local,Weekday,18107,2014,2746
89,Local,Weekday,1484,2014,2747
201,Local,Weekday,11401,2014,2748
10,Local,Saturday,9757,2014,2749
27,Local,Saturday,5009,2014,2750
31,Local,Saturday,1666,2014,2751
35,Local,Saturday,5854,2014,2752
40,Local,Saturday,3694,2014,2753
46,Local,Saturday,1840,2014,2754
522,Core,Weekday,80045,2015,2755
102,Express,Saturday,0,2015,2756
22,Core,Saturday,126285,2015,2757
12,Out of Service,Weekday,0,2014,2758
103,Express,Saturday,0,2015,2759
23,Core,Saturday,62800,2015,2760
15,Out of Service,Weekday,0,2014,2761
104,Express,Saturday,0,2015,2762
25,Core,Saturday,48142,2015,2763
182,Express,Weekday,396,2014,2764
33,Out of Service,Weekday,0,2014,2765
120,Express,Saturday,0,2015,2766
26,Core,Saturday,28843,2015,2767
185,Express,Weekday,0,2014,2768
36,Out of Service,Weekday,0,2014,2769
121,Express,Saturday,0,2015,2770
55,Core,Saturday,12441,2015,2771
101,Express,Saturday,0,2014,2772
38,Out of Service,Weekday,0,2014,2773
122,Express,Saturday,0,2015,2774
60,Core,Saturday,14973,2015,2775
102,Express,Saturday,0,2014,2776
41,Out of Service,Weekday,0,2014,2777
140,Express,Saturday,0,2015,2778
61,Core,Saturday,8416,2015,2779
103,Express,Saturday,0,2014,2780
43,Out of Service,Weekday,0,2014,2781
168,Express,Saturday,0,2015,2782
62,Core,Saturday,11435,2015,2783
104,Express,Saturday,0,2014,2784
44,Out of Service,Weekday,0,2014,2785
180,Express,Saturday,0,2015,2786
64,Core,Saturday,19838,2015,2787
120,Express,Saturday,0,2014,2788
51,Out of Service,Weekday,13231,2014,2789
181,Express,Saturday,33022,2015,2790
66,Core,Saturday,41213,2015,2791
121,Express,Saturday,0,2014,2792
59,Out of Service,Weekday,0,2014,2793
182,Express,Saturday,0,2015,2794
68,Core,Saturday,40650,2015,2795
122,Express,Saturday,0,2014,2796
67,Out of Service,Weekday,0,2014,2797
140,Express,Saturday,0,2014,2798
76,Out of Service,Weekday,0,2014,2799
168,Express,Saturday,0,2014,2800
65,Community,Saturday,0,2016,2801
88,Community,Saturday,0,2016,2802
13,Community,Sunday,0,2016,2803
14,Community,Sunday,731,2016,2804
16,Community,Sunday,0,2016,2805
17,Community,Sunday,342,2016,2806
18,Community,Sunday,28,2016,2807
19,Community,Sunday,989,2016,2808
32,Community,Sunday,0,2016,2809
34,Community,Sunday,0,2016,2810
37,Community,Sunday,0,2016,2811
39,Community,Sunday,2321,2016,2812
42,Community,Sunday,0,2016,2813
45,Community,Sunday,0,2016,2814
48,Community,Sunday,1187,2016,2815
49,Community,Sunday,833,2016,2816
65,Community,Sunday,0,2016,2817
88,Community,Sunday,0,2016,2818
22,Core,Weekday,149012,2016,2819
23,Core,Weekday,87691,2016,2820
25,Core,Weekday,77347,2016,2821
26,Core,Weekday,40994,2016,2822
55,Core,Weekday,27264,2016,2823
60,Core,Weekday,24749,2016,2824
61,Core,Weekday,19230,2016,2825
62,Core,Weekday,18842,2016,2826
64,Core,Weekday,38602,2016,2827
66,Core,Weekday,69816,2016,2828
68,Core,Weekday,59641,2016,2829
70,Core,Weekday,54446,2016,2830
71,Core,Weekday,22540,2016,2831
72,Core,Weekday,29058,2016,2832
73,Core,Weekday,28712,2016,2833
77,Core,Weekday,26966,2016,2834
323,Core,Weekday,24850,2016,2835
522,Core,Weekday,73191,2016,2836
101,Express,Sunday,0,2015,2837
54,Local,Saturday,4533,2015,2838
22,Core,Saturday,111083,2016,2839
23,Core,Saturday,53321,2016,2840
25,Core,Saturday,42094,2016,2841
26,Core,Saturday,24006,2016,2842
55,Core,Saturday,9382,2016,2843
60,Core,Saturday,11908,2016,2844
61,Core,Saturday,7352,2016,2845
62,Core,Saturday,9472,2016,2846
64,Core,Saturday,16530,2016,2847
66,Core,Saturday,39319,2016,2848
68,Core,Saturday,37841,2016,2849
70,Core,Saturday,33863,2016,2850
71,Core,Saturday,11154,2016,2851
72,Core,Saturday,12788,2016,2852
202,Out of Service,Weekday,0,2015,2853
73,Core,Saturday,10389,2016,2854
67,Out of Service,Sunday,0,2015,2855
104,Express,Sunday,0,2016,2856
63,Local,Saturday,3657,2016,2857
81,Local,Saturday,3001,2016,2858
102,Express,Sunday,0,2015,2859
57,Local,Saturday,9759,2015,2860
82,Local,Saturday,6093,2016,2861
120,Express,Sunday,0,2016,2862
77,Core,Saturday,16485,2016,2863
103,Express,Sunday,0,2015,2864
58,Local,Saturday,0,2015,2865
203,Out of Service,Weekday,0,2015,2866
89,Local,Saturday,0,2016,2867
121,Express,Sunday,0,2016,2868
323,Core,Saturday,12656,2016,2869
76,Out of Service,Sunday,0,2015,2870
104,Express,Sunday,0,2015,2871
63,Local,Saturday,4461,2015,2872
231,Out of Service,Weekday,197,2015,2873
201,Local,Saturday,0,2016,2874
122,Express,Sunday,0,2016,2875
522,Core,Saturday,43633,2016,2876
85,Out of Service,Sunday,0,2015,2877
120,Express,Sunday,0,2015,2878
81,Local,Saturday,1026,2015,2879
251,Out of Service,Weekday,88,2015,2880
10,Local,Sunday,11484,2016,2881
140,Express,Sunday,0,2016,2882
22,Core,Sunday,105655,2016,2883
141,Out of Service,Sunday,0,2015,2884
121,Express,Sunday,0,2015,2885
82,Local,Saturday,7190,2015,2886
252,Out of Service,Weekday,0,2015,2887
27,Local,Sunday,2919,2016,2888
168,Express,Sunday,0,2016,2889
23,Core,Sunday,47463,2016,2890
202,Out of Service,Sunday,0,2015,2891
122,Express,Sunday,0,2015,2892
89,Local,Saturday,0,2015,2893
253,Out of Service,Weekday,0,2015,2894
31,Local,Sunday,1162,2016,2895
180,Express,Sunday,0,2016,2896
25,Core,Sunday,34907,2016,2897
203,Out of Service,Sunday,0,2015,2898
140,Express,Sunday,0,2015,2899
201,Local,Saturday,0,2015,2900
254,Out of Service,Weekday,0,2015,2901
35,Local,Sunday,4299,2016,2902
181,Express,Sunday,20181,2016,2903
26,Core,Sunday,22520,2016,2904
231,Out of Service,Sunday,681,2015,2905
168,Express,Sunday,0,2015,2906
10,Local,Sunday,13654,2015,2907
255,Out of Service,Weekday,0,2015,2908
40,Local,Sunday,1711,2016,2909
182,Express,Sunday,0,2016,2910
55,Core,Sunday,6597,2016,2911
251,Out of Service,Sunday,1929,2015,2912
180,Express,Sunday,0,2015,2913
27,Local,Sunday,2866,2015,2914
256,Out of Service,Weekday,0,2015,2915
46,Local,Sunday,0,2016,2916
304,Limited,Weekday,2441,2016,2917
60,Core,Sunday,10595,2016,2918
252,Out of Service,Sunday,271,2015,2919
181,Express,Sunday,23758,2015,2920
31,Local,Sunday,1269,2015,2921
261,Out of Service,Weekday,0,2015,2922
47,Local,Sunday,4479,2016,2923
321,Limited,Weekday,271,2016,2924
61,Core,Sunday,6007,2016,2925
253,Out of Service,Sunday,262,2015,2926
182,Express,Sunday,0,2015,2927
35,Local,Sunday,4675,2015,2928
305,Out of Service,Weekday,0,2015,2929
52,Local,Sunday,0,2016,2930
328,Limited,Weekday,874,2016,2931
62,Core,Sunday,8567,2016,2932
254,Out of Service,Sunday,29,2015,2933
304,Limited,Weekday,2255,2015,2934
40,Local,Sunday,1901,2015,2935
920,Out of Service,Weekday,0,2015,2936
53,Local,Sunday,0,2016,2937
330,Limited,Weekday,1836,2016,2938
64,Core,Sunday,14455,2016,2939
255,Out of Service,Sunday,163,2015,2940
256,Out of Service,Sunday,553,2015,2941
261,Out of Service,Sunday,0,2015,2942
305,Out of Service,Sunday,0,2015,2943
903,Out of Service,Sunday,0,2015,2944
920,Out of Service,Sunday,45,2015,2945
200,Other,Weekday,123,2015,2946
200,Other,Saturday,142,2015,2947
200,Other,Sunday,98,2015,2948
13,Community,Weekday,2205,2016,2949
14,Community,Weekday,1662,2016,2950
16,Community,Weekday,1426,2016,2951
17,Community,Weekday,1195,2016,2952
18,Community,Weekday,2652,2016,2953
19,Community,Weekday,2618,2016,2954
32,Community,Weekday,12842,2016,2955
34,Community,Weekday,853,2016,2956
37,Community,Weekday,7496,2016,2957
39,Community,Weekday,4781,2016,2958
42,Community,Weekday,6260,2016,2959
45,Community,Weekday,2328,2016,2960
48,Community,Weekday,3522,2016,2961
49,Community,Weekday,2733,2016,2962
65,Community,Weekday,7191,2016,2963
88,Community,Weekday,2695,2016,2964
13,Community,Saturday,0,2016,2965
14,Community,Saturday,825,2016,2966
16,Community,Saturday,0,2016,2967
17,Community,Saturday,414,2016,2968
18,Community,Saturday,8,2016,2969
19,Community,Saturday,1165,2016,2970
32,Community,Saturday,2723,2016,2971
34,Community,Saturday,0,2016,2972
37,Community,Saturday,0,2016,2973
39,Community,Saturday,2425,2016,2974
42,Community,Saturday,1151,2016,2975
45,Community,Saturday,0,2016,2976
48,Community,Saturday,1544,2016,2977
49,Community,Saturday,1355,2016,2978
11,Out of Service,Saturday,0,2015,2979
66,Core,Sunday,33038,2016,2980
304,Limited,Saturday,0,2016,2981
12,Out of Service,Saturday,8573,2015,2982
46,Local,Sunday,0,2015,2983
321,Limited,Weekday,264,2015,2984
68,Core,Sunday,33488,2016,2985
321,Limited,Saturday,0,2016,2986
54,Local,Sunday,2839,2016,2987
15,Out of Service,Saturday,0,2015,2988
47,Local,Sunday,4880,2015,2989
328,Limited,Weekday,926,2015,2990
70,Core,Sunday,30373,2016,2991
328,Limited,Saturday,0,2016,2992
57,Local,Sunday,6878,2016,2993
33,Out of Service,Saturday,0,2015,2994
52,Local,Sunday,0,2015,2995
